carat,cut,color,clarity,depth,table,price
0.9,3,6,1,62.6,58.0,8.254
0.7,5,5,4,62.8,59.0,7.669
1.2,3,3,3,59.5,54.0,9.414
0.5,5,3,5,62.0,58.0,7.352
0.5,4,3,5,61.6,57.0,7.362
0.33,5,3,7,59.7,58.0,6.957999999999999
1.3,5,7,4,63.0,59.0,8.402000000000001
1.01,2,7,4,63.7,58.0,8.275
1.24,3,7,2,61.8,59.0,8.77
0.5,3,1,2,61.4,57.0,7.166
0.73,3,5,2,62.7,59.0,7.766
1.03,4,6,2,61.3,56.0,8.312999999999999
0.31,5,1,5,59.4,58.0,6.367999999999999
1.21,3,1,3,61.0,58.0,9.346
0.51,4,1,5,60.6,56.0,7.431
0.5,4,2,5,61.7,53.0,7.425
0.37,5,2,2,60.4,59.0,6.524
0.3,4,2,5,61.0,55.0,6.815
1.09,3,6,5,62.0,56.0,8.509
0.51,5,3,2,62.4,59.0,7.231
0.39,4,3,5,61.4,56.0,6.68
0.91,4,5,2,62.0,56.0,8.375
1.5,2,6,2,64.3,55.0,9.075
0.7,5,2,1,61.6,61.0,8.007
0.7,5,3,2,60.7,58.0,7.893
1.01,5,7,4,59.5,55.0,8.379
0.54,4,7,1,61.8,55.3,7.497999999999999
1.52,3,7,5,63.3,57.0,9.336
1.09,5,1,1,60.9,58.0,8.994
0.34,5,3,2,59.6,57.0,6.64
0.5,3,5,2,61.9,63.0,6.938
0.72,4,1,7,62.0,56.0,8.355
0.5,5,3,5,61.8,59.0,7.396
0.9,4,7,5,62.0,57.0,8.408
0.51,5,3,5,60.3,59.0,7.412000000000001
0.54,4,7,3,61.8,56.0,7.593
0.7,4,3,2,62.6,57.0,7.885
0.5,5,3,4,60.3,60.0,7.159
0.71,3,2,2,63.2,56.0,7.882999999999999
0.72,4,5,4,61.5,56.0,7.664
0.75,4,2,1,62.4,56.0,8.283999999999999
0.4,4,3,1,60.4,57.0,6.822
1.01,3,7,7,61.8,59.0,9.033
0.27,4,7,7,62.5,56.0,6.441
0.5,3,5,5,61.2,55.0,7.252000000000001
0.62,4,7,3,61.6,56.0,7.959
0.41,3,1,4,60.8,58.0,6.472
0.33,3,7,1,62.8,58.0,6.501
0.31,4,5,1,61.1,57.0,6.547999999999999
0.44,5,5,4,59.6,60.0,6.632000000000001
1.07,5,3,4,61.3,59.0,8.524
1.04,5,7,2,62.3,57.0,8.404
0.7,3,3,5,62.8,60.0,7.921
0.43,5,7,7,62.2,58.0,7.096
0.71,5,5,2,62.4,62.0,7.699
1.21,2,7,8,64.0,59.0,8.136000000000001
1.11,3,4,2,63.3,61.0,8.315
0.98,1,5,2,68.6,58.0,8.184
0.42,4,1,3,62.2,56.0,7.041
1.04,5,1,5,61.7,59.0,8.84
1.01,5,1,5,62.2,60.0,8.767000000000001
0.42,5,1,2,61.5,58.0,6.65
0.59,5,3,4,60.8,56.0,7.086
0.62,4,2,7,62.2,54.0,8.286
0.57,4,3,1,61.4,57.0,7.6339999999999995
0.9,2,3,4,62.0,63.0,8.077
1.09,4,2,3,61.3,57.0,9.408
0.33,5,3,1,61.5,59.0,6.91
0.26,4,1,1,60.9,57.0,6.3629999999999995
1.01,5,1,4,62.8,60.0,8.411
0.32,4,6,2,60.7,57.0,6.068
0.32,4,1,5,61.9,56.0,6.468999999999999
0.44,4,7,7,62.0,54.0,7.056
0.3,4,7,5,63.0,55.0,6.515
1.65,3,4,2,61.5,58.0,8.98
0.3,2,5,3,63.7,55.0,6.654
0.4,3,1,1,60.9,61.0,6.746
1.0,3,1,5,62.2,57.0,8.73
1.16,4,5,2,62.2,55.0,8.622
1.0,1,5,4,67.7,60.0,7.9639999999999995
2.02,5,5,2,62.1,61.0,9.74
1.21,4,5,5,62.8,55.0,8.68
0.31,2,6,5,63.2,55.0,6.075
0.35,2,3,5,57.8,60.0,6.567
0.42,3,3,3,62.1,56.0,7.062
0.75,4,3,5,62.4,57.0,8.09
0.73,4,7,7,61.6,56.0,8.157
0.52,4,7,1,61.6,56.0,7.4510000000000005
0.99,4,1,1,61.0,55.0,8.691
0.3,5,2,4,61.2,60.0,6.353
1.02,3,6,1,62.2,60.0,8.576
0.9,3,7,1,62.4,55.0,8.38
0.43,4,2,5,60.7,57.0,7.029
0.54,4,7,3,62.1,56.0,7.593
2.48,3,6,4,63.0,62.0,9.767000000000001
0.73,4,1,7,61.8,54.0,8.292
1.01,5,2,5,60.4,58.0,8.857999999999999
1.07,4,6,1,62.0,57.0,8.558
1.58,3,3,2,62.9,59.0,9.461
2.06,1,4,1,64.6,58.0,9.599
0.72,2,1,2,64.0,61.0,7.849
1.29,5,6,2,62.1,57.0,8.722999999999999
2.08,5,6,2,60.3,59.0,9.62
0.71,4,6,3,60.7,57.0,8.009
1.72,5,1,8,60.1,58.0,8.927
0.41,3,6,3,63.1,56.0,6.9670000000000005
1.09,4,5,4,60.0,59.0,8.385
0.3,4,2,5,62.0,55.0,6.565
0.6,4,7,3,61.3,56.0,7.811
1.37,4,4,2,62.1,55.0,8.754
0.31,5,1,5,60.8,60.0,6.687
0.3,5,3,6,61.9,58.0,7.0
0.46,4,7,7,61.5,55.0,7.252999999999999
0.53,4,1,5,61.5,55.0,7.468999999999999
0.4,5,2,1,62.1,58.0,7.024
0.37,5,5,5,61.4,58.0,6.619
0.7,4,5,1,61.8,56.0,7.898
0.37,3,5,5,59.5,61.0,6.37
0.73,5,1,2,62.1,58.0,7.835
0.44,5,3,2,62.3,59.0,6.697
0.71,5,7,2,62.0,60.0,7.778
0.7,2,4,5,63.2,61.0,7.519
1.0,5,2,2,59.2,62.0,8.652000000000001
0.32,4,5,1,61.3,55.0,6.579
1.04,2,4,2,64.2,58.0,8.134
0.31,4,3,2,61.5,55.0,6.492000000000001
0.79,4,1,2,60.8,55.0,8.074
1.61,2,7,5,63.8,58.0,9.156
0.34,4,3,3,62.4,55.0,6.85
0.5,2,7,3,63.9,58.0,7.447
0.5,3,3,4,61.7,58.0,7.051
0.34,2,6,3,63.1,56.0,6.39
0.33,5,2,4,60.7,56.0,6.447
0.53,3,1,3,61.4,57.0,7.685
1.01,3,7,2,63.0,57.0,8.495
1.03,4,2,4,61.8,56.0,8.451
0.32,4,7,1,61.2,57.0,6.468999999999999
0.51,4,1,5,62.5,55.0,7.274
0.7,3,4,2,60.2,61.0,7.505
1.1,5,1,5,60.5,57.0,9.158
0.37,5,3,5,60.3,58.0,6.6979999999999995
1.02,3,3,5,60.6,61.0,8.759
0.55,4,7,4,62.1,56.0,7.067
1.51,5,5,4,60.2,62.0,8.901
1.57,4,5,5,61.8,55.0,9.392999999999999
0.42,3,5,2,62.9,57.0,6.551
0.73,3,7,1,62.4,58.1,8.006
1.05,5,2,2,59.3,58.0,8.728
0.23,3,7,7,60.2,59.0,6.028
0.7,4,2,2,62.0,54.0,7.9110000000000005
0.44,5,7,2,61.0,60.0,6.898
0.4,4,1,5,62.0,57.0,6.985
0.29,4,5,6,62.1,55.0,6.409
0.39,4,3,1,60.2,56.0,7.024
1.01,4,2,2,62.1,56.0,8.647
0.5,3,3,1,61.7,57.0,7.4239999999999995
0.73,3,1,2,60.4,57.0,7.843
0.87,5,4,2,61.4,57.0,7.75
1.02,2,3,5,63.2,60.0,8.774
0.76,4,2,5,61.8,55.0,8.132
1.59,2,7,2,63.8,56.0,9.041
0.77,4,1,5,61.8,56.0,8.17
0.35,5,2,4,60.8,58.0,6.506
0.46,3,2,7,61.6,59.0,7.597
1.01,5,2,4,61.5,56.0,8.477
0.71,4,6,1,61.8,54.0,7.877000000000001
0.42,5,1,2,60.6,58.0,6.872999999999999
0.4,4,3,5,60.9,56.0,6.807
0.31,4,1,6,62.1,54.0,6.818
0.42,3,2,5,63.2,58.0,6.813
0.65,3,2,3,57.7,60.0,8.015
0.3,3,5,6,62.9,58.0,6.671
1.26,5,5,4,58.6,59.0,8.699
0.9,1,5,4,65.6,58.0,8.041
1.06,4,1,5,61.1,57.0,8.959
2.32,1,5,8,70.5,55.0,8.833
0.73,2,6,5,63.7,58.0,7.67
0.3,4,3,5,62.1,56.0,6.7379999999999995
0.9,5,1,2,59.9,59.0,8.333
1.53,4,7,4,62.3,56.0,9.156
1.54,4,7,5,62.0,55.6,9.481
1.01,4,1,5,60.3,56.0,8.806000000000001
0.5,3,2,2,61.6,59.0,7.184
1.01,3,5,5,63.2,58.0,8.568
0.33,5,7,1,59.2,59.0,6.75
0.32,5,6,6,60.3,58.0,6.7620000000000005
1.2,3,6,3,61.7,63.0,8.538
0.61,3,2,1,62.4,59.1,7.795
0.72,5,7,5,62.9,57.0,7.936
0.35,4,2,1,61.0,56.0,6.971
1.05,4,3,5,61.7,55.0,9.172
0.54,5,1,4,59.6,60.0,7.051
0.36,4,7,3,61.6,57.0,6.654
0.37,4,3,5,62.6,56.0,6.9479999999999995
0.33,5,7,5,60.6,61.0,6.611000000000001
0.8,4,6,6,62.4,58.0,8.119
0.58,3,2,4,62.9,56.0,7.271
0.74,4,6,2,61.3,56.0,7.926
1.16,3,6,2,62.7,57.0,8.472999999999999
0.85,4,3,2,63.0,56.0,8.316
1.02,2,3,2,63.1,57.0,8.399
0.71,4,5,1,61.8,55.0,8.08
1.76,5,3,2,60.5,58.0,9.668
0.41,4,1,7,62.0,55.0,7.212000000000001
1.02,5,1,5,62.7,59.0,8.736
0.52,5,3,5,62.3,57.0,7.504
0.32,4,6,6,60.8,54.0,6.7620000000000005
0.3,3,3,5,62.8,59.0,6.489
0.5,4,7,7,62.2,55.0,7.541
0.9,2,7,2,63.7,56.0,8.031
1.25,5,4,4,62.3,59.0,8.374
0.31,3,7,5,63.1,56.0,6.547999999999999
0.23,3,3,1,61.3,56.0,6.091
0.72,4,1,4,61.7,55.0,7.757999999999999
1.17,4,7,7,61.7,57.0,9.244
0.3,4,1,1,62.1,55.0,6.417000000000001
0.28,3,1,7,61.4,60.0,6.465
0.42,5,2,2,62.1,59.0,6.697
0.43,4,1,6,62.0,56.0,7.365
0.8,3,5,5,63.4,60.0,7.936
1.24,5,2,4,61.4,59.0,8.849
0.4,4,5,1,61.1,57.0,6.702999999999999
0.23,1,7,3,61.4,66.0,5.9110000000000005
1.63,4,7,1,61.5,57.0,9.695
0.53,4,1,3,62.2,56.0,7.6770000000000005
1.57,4,7,5,61.4,55.0,9.526
0.31,4,2,2,63.0,54.0,6.596
0.7,2,3,4,60.7,61.0,7.785
0.39,4,2,2,60.6,55.0,6.5920000000000005
1.52,3,7,5,62.8,54.0,9.422
0.31,2,3,7,60.9,61.0,6.586
1.07,4,3,4,61.5,56.0,8.649
0.32,4,7,1,61.8,55.0,6.718999999999999
1.09,4,3,4,61.9,55.0,8.542
0.33,4,7,5,62.3,55.0,6.611000000000001
0.37,5,6,5,61.6,60.0,6.501
0.62,4,6,7,61.1,55.0,7.699
0.25,4,1,7,62.3,56.0,6.558
0.4,5,7,6,60.8,58.0,7.195
2.19,4,6,4,62.4,56.0,9.689
0.7,4,2,1,62.2,56.0,8.17
0.31,1,3,2,56.9,66.0,6.361000000000001
0.71,3,3,1,61.5,57.0,8.068
0.9,4,7,4,62.7,53.0,8.244
0.37,3,1,2,62.4,59.0,6.422999999999999
0.56,4,4,2,61.8,58.0,7.02
1.2,3,1,6,62.3,60.0,9.465
1.02,3,6,4,63.2,60.0,8.332
1.05,1,1,4,66.0,60.0,8.193
1.2,3,2,4,62.6,57.0,8.604
0.51,4,2,5,61.6,56.0,7.4879999999999995
0.65,2,7,2,59.6,60.3,7.511
1.0,2,1,5,62.5,57.0,8.629
1.03,3,3,5,61.3,61.0,8.666
1.15,3,4,4,63.6,57.0,8.299
0.38,4,7,2,61.0,55.0,6.582999999999999
0.38,4,7,7,61.6,57.0,6.973
0.39,5,1,5,58.8,59.0,6.959
0.9,2,1,4,63.1,58.0,8.166
1.32,5,6,4,61.3,59.0,8.628
1.31,5,5,5,61.0,58.0,9.0
0.34,4,3,5,62.6,57.0,6.6129999999999995
0.63,5,1,5,58.2,61.0,7.581
0.73,5,1,2,59.3,61.0,7.76
1.5,2,7,4,57.5,63.0,8.701
2.01,5,7,4,62.3,60.0,9.626
0.71,3,2,5,61.8,55.0,8.033999999999999
0.89,5,5,4,60.2,59.0,7.943
0.53,5,3,7,60.8,59.0,7.83
0.3,4,2,5,62.5,54.0,6.565
0.32,4,1,7,61.4,56.0,6.898
0.5,5,1,2,62.7,61.0,7.159
0.32,3,1,7,61.5,56.0,6.787000000000001
0.35,5,3,4,61.0,58.0,6.446000000000001
2.06,5,6,1,58.4,55.0,9.642000000000001
0.44,5,7,7,60.9,59.0,7.119
0.43,4,1,3,62.2,55.0,7.131
0.71,3,1,2,61.1,58.0,7.916
0.31,4,1,2,60.5,57.0,6.246
1.02,5,7,4,62.9,59.0,8.383
0.3,5,2,2,61.7,60.0,6.564
0.72,3,1,5,63.3,57.0,7.983
1.12,4,7,4,62.4,56.0,8.458
2.11,5,7,4,62.2,58.0,9.517999999999999
0.32,4,2,5,61.5,56.0,6.631
1.3,5,2,2,62.2,58.0,8.913
1.03,4,7,1,62.2,59.0,8.883
0.4,4,3,3,61.7,56.0,7.053999999999999
0.7,4,2,2,61.8,56.0,7.962999999999999
1.5,3,5,5,63.4,57.0,9.231
0.7,3,5,4,63.3,56.0,7.544
0.39,5,7,5,60.9,59.0,6.917000000000001
0.71,2,6,1,63.6,56.0,7.742999999999999
0.43,5,7,5,62.3,58.0,6.765
0.33,3,7,1,61.6,57.0,6.431
0.7,5,6,4,62.1,60.0,7.452000000000001
0.43,3,7,5,62.9,59.0,6.765
0.8,3,3,4,62.5,56.0,7.939
0.3,4,7,7,62.6,55.0,6.624
0.3,3,3,6,60.9,59.0,6.855
1.51,3,7,1,59.5,59.0,9.549
0.52,4,7,5,62.2,55.0,7.3629999999999995
2.16,4,4,2,63.0,55.0,9.595
2.0,2,3,4,57.6,63.0,9.693
0.52,3,1,5,60.4,56.0,7.3660000000000005
0.55,4,5,7,60.5,57.0,7.462000000000001
0.41,4,1,7,61.8,55.0,7.212000000000001
2.01,4,4,2,62.7,56.0,9.41
0.32,4,7,3,62.1,55.0,6.593
1.12,4,7,4,61.3,55.0,8.515
0.25,3,3,3,63.1,56.0,6.607
0.5,4,2,1,62.2,54.4,7.617000000000001
0.24,4,7,7,62.4,56.0,6.3260000000000005
0.41,4,7,5,61.4,54.0,6.718
0.53,4,2,2,62.0,55.0,7.468999999999999
0.31,4,3,2,62.7,54.0,6.547999999999999
0.32,4,7,6,61.9,54.0,6.822
0.32,4,6,4,61.7,55.0,5.916
0.51,5,3,5,62.5,59.0,7.412000000000001
0.95,5,1,4,58.4,57.0,7.961
1.01,4,5,2,62.3,59.0,8.492
0.31,5,5,2,58.7,60.0,6.324
0.73,4,7,5,61.8,54.0,7.9510000000000005
0.3,1,3,2,64.5,49.0,6.446000000000001
1.23,5,5,1,61.1,58.0,8.933
0.8,5,3,2,62.9,60.0,8.036
0.7,4,2,2,60.7,56.0,7.945
0.33,3,7,3,61.9,58.0,6.622999999999999
1.04,5,5,2,61.6,58.0,8.548
0.34,4,3,2,62.0,57.0,6.39
0.28,4,1,6,62.4,55.0,6.718999999999999
0.35,5,5,3,61.9,58.0,6.809
0.3,4,2,2,61.3,57.0,6.507000000000001
0.74,3,1,3,61.5,55.1,8.281
1.04,4,5,5,59.3,57.0,8.597000000000001
0.3,3,3,1,63.0,57.0,6.3420000000000005
0.32,3,3,2,62.0,60.0,6.186
0.79,4,5,6,61.3,56.0,8.305
0.35,3,7,6,59.1,59.0,6.9510000000000005
0.58,4,1,1,60.3,57.0,7.707999999999999
1.02,3,6,4,62.6,56.0,8.315
0.34,4,3,7,62.2,54.0,6.88
0.91,5,7,3,61.8,58.0,8.568
1.15,3,2,4,61.8,61.0,8.554
1.42,4,6,5,62.9,57.0,8.711
1.78,5,5,4,59.1,60.0,9.329
0.56,4,7,3,62.5,56.0,7.544
1.0,2,7,5,58.6,65.0,8.564
1.13,5,2,4,58.3,60.0,8.264
0.24,5,2,7,61.5,60.0,6.565
0.33,4,7,3,61.7,55.0,6.872000000000001
1.5,3,3,5,61.9,57.0,9.388
0.33,3,7,1,63.1,57.0,6.75
1.02,4,7,4,62.0,55.0,8.382
0.37,5,2,7,61.4,58.0,7.041
0.9,1,2,4,66.9,57.0,7.9670000000000005
0.53,4,2,5,61.0,56.0,7.486000000000001
0.4,3,2,4,63.4,56.0,6.751
0.54,4,7,4,61.8,54.0,7.0329999999999995
1.01,5,5,7,60.5,57.0,8.508
0.52,4,2,2,60.9,57.0,7.45
2.16,3,6,2,58.5,60.0,9.785
0.34,4,5,1,62.7,57.0,6.64
1.24,4,5,5,60.1,59.0,8.949
0.6,3,2,2,60.3,58.0,7.483
0.32,4,5,6,61.1,56.0,7.018
0.31,2,5,7,63.3,56.0,6.561
0.81,4,3,2,61.9,55.0,8.272
1.22,5,7,3,62.0,58.0,9.221
0.34,4,7,7,62.5,53.0,6.797000000000001
0.93,2,1,4,61.3,62.0,8.124
1.21,3,6,4,62.0,56.0,8.539
0.3,3,7,7,62.6,62.0,6.603
0.36,4,2,3,61.6,57.0,6.949
1.79,4,4,2,59.8,61.0,9.221
2.0,4,5,2,61.8,57.0,9.446
0.3,4,3,7,62.5,54.0,6.6370000000000005
0.24,5,2,5,61.4,55.0,6.184
0.71,5,7,1,62.2,59.0,7.946000000000001
1.51,4,1,2,61.7,56.0,9.498
0.54,3,3,4,62.4,57.7,7.153
0.8,4,1,4,59.9,59.0,7.9239999999999995
0.34,5,2,2,62.4,58.0,6.439
0.51,3,7,2,62.7,59.0,7.125
0.72,5,4,8,62.9,59.0,6.851
0.56,4,7,5,60.6,57.0,7.365
1.01,5,5,2,60.0,58.0,8.51
0.9,2,2,5,62.6,65.0,8.374
0.31,4,3,2,62.7,57.0,6.547999999999999
1.01,1,2,2,65.9,60.0,8.361
0.73,4,1,3,61.7,54.0,8.167
0.52,4,7,4,61.6,55.0,6.994
2.0,3,6,4,59.5,61.0,9.539
1.09,3,4,7,63.9,56.0,8.628
0.41,3,5,1,62.8,59.0,6.718
0.7,3,1,4,63.2,59.0,7.4910000000000005
2.01,5,5,4,61.9,59.0,9.363
1.58,3,5,4,62.4,57.0,9.062000000000001
0.34,4,7,5,62.2,57.0,6.64
1.03,4,1,1,61.5,56.0,8.975
1.09,4,2,2,61.9,57.0,8.721
2.03,4,6,2,62.9,55.0,9.347999999999999
0.9,5,2,2,62.7,58.0,8.385
2.09,3,5,4,60.1,63.0,9.417
0.34,2,3,5,57.8,64.0,6.625
0.24,3,1,7,60.4,56.0,6.41
1.5,4,7,2,62.8,54.0,9.356
1.13,4,5,2,61.5,56.0,8.712
0.32,3,2,2,63.2,54.0,6.627999999999999
2.4,4,4,2,60.6,57.0,9.697000000000001
0.53,2,3,2,56.7,59.0,7.127999999999999
0.41,5,2,4,62.3,58.0,6.526
1.16,5,1,5,60.5,59.0,8.662
0.33,3,6,7,62.5,61.0,6.41
0.7,2,2,3,63.6,57.0,8.105
0.52,4,7,2,62.4,55.0,7.189
2.01,3,6,2,64.1,57.0,9.625
1.01,3,6,4,63.5,57.0,8.353
2.27,5,4,1,62.4,58.0,9.741
1.32,2,6,1,59.2,58.0,8.874
2.02,3,1,2,62.8,59.0,9.68
0.9,3,6,1,62.0,61.0,8.264
0.41,5,7,5,59.8,61.0,6.9670000000000005
1.52,5,3,5,61.8,59.0,9.587
0.75,3,2,3,59.4,59.0,8.446
0.63,4,1,3,62.3,56.0,7.992999999999999
0.38,5,1,2,62.7,58.0,6.8
0.32,4,5,4,60.9,56.0,6.0729999999999995
0.32,4,7,1,61.3,55.0,6.468999999999999
0.51,4,7,1,61.9,56.0,7.412000000000001
2.0,1,4,2,66.4,55.0,9.323
0.3,5,5,1,62.2,60.0,6.265
1.2,2,6,1,59.6,61.0,8.669
0.61,3,2,1,62.4,57.0,7.648
0.54,3,1,1,61.6,59.0,7.377999999999999
0.53,4,7,3,61.0,56.0,7.547000000000001
1.19,4,6,6,61.7,56.0,8.883
1.01,3,7,6,60.0,61.0,8.984
0.31,4,3,5,61.7,57.0,6.441
0.91,1,1,2,64.9,57.0,7.997000000000001
0.26,3,5,3,62.5,56.0,6.186
0.34,4,3,1,61.2,57.0,6.691
1.01,3,3,2,62.4,60.0,8.499
2.0,2,5,4,63.8,59.0,9.437999999999999
0.72,5,5,2,61.5,56.0,7.782
2.01,3,1,4,62.3,63.0,9.771
1.02,2,1,5,64.2,59.0,8.764
2.06,2,5,4,63.7,57.0,9.712
0.73,5,7,2,60.8,58.0,7.678999999999999
1.74,4,2,4,59.7,55.0,9.198
0.3,4,3,6,61.2,58.0,6.864
0.45,1,3,5,66.9,60.0,6.888
0.9,3,2,2,62.3,58.0,8.411
1.6,5,7,3,60.6,60.0,9.685
1.5,5,5,5,60.6,61.0,9.275
1.01,3,1,5,59.2,60.0,8.732999999999999
0.57,4,3,5,61.5,57.0,7.82
0.71,2,1,2,66.2,55.0,7.782
0.54,5,3,2,61.6,61.0,7.401
0.77,4,2,5,61.6,55.0,8.289
0.3,5,1,5,62.5,58.0,6.654
0.81,3,5,1,62.5,57.0,8.133
1.0,4,1,4,61.2,57.0,8.383
0.82,3,7,2,63.1,52.0,7.907
0.31,4,1,3,61.5,56.0,6.653
1.02,5,3,4,62.9,56.0,8.407
1.01,2,7,1,64.0,60.0,8.781
0.71,2,1,2,63.6,54.0,7.76
1.2,5,7,5,62.4,59.0,8.91
1.66,3,5,2,62.8,56.0,9.224
0.38,4,1,5,61.2,57.0,6.79
0.53,4,1,3,61.3,57.0,7.678
1.0,5,4,2,58.7,58.0,8.274
0.9,2,5,4,63.1,60.0,8.014
0.32,5,7,1,61.2,62.0,6.65
0.45,2,1,1,57.6,62.5,7.042000000000001
0.33,3,3,5,59.8,59.0,6.649
0.54,5,1,5,62.4,55.0,7.502999999999999
0.53,5,2,3,62.7,60.0,7.83
0.38,5,7,1,61.9,58.0,6.725
0.41,5,2,3,61.2,62.0,7.212000000000001
0.35,4,3,5,61.5,55.0,6.642
0.24,4,1,3,61.4,59.0,6.292000000000001
0.9,3,7,5,62.4,61.0,8.345
0.86,1,7,5,66.5,54.1,8.137
0.9,1,5,5,64.6,55.0,8.171
1.0,3,5,5,63.0,59.0,8.485
0.27,4,3,3,62.1,57.0,6.683
0.33,4,3,7,61.9,57.0,7.178999999999999
1.5,4,1,5,61.9,56.4,9.645
0.43,4,3,2,61.5,56.0,6.675
0.5,4,3,5,61.3,57.0,7.393
1.23,4,1,5,62.4,54.0,9.244
2.16,3,7,4,62.6,55.0,9.627
1.54,5,1,4,62.8,57.0,8.922
0.5,3,7,1,61.0,58.0,7.435
1.01,5,3,2,59.2,60.0,8.64
0.23,3,1,1,60.0,57.0,5.996
1.2,4,6,8,61.9,56.0,8.18
0.39,5,1,1,60.6,55.0,6.996
0.73,4,2,2,61.4,56.0,8.005
1.6,3,5,2,63.2,55.0,9.205
1.7,4,5,5,62.8,55.0,9.243
0.47,4,6,7,61.0,56.0,6.957000000000001
1.05,4,1,2,61.8,57.0,8.461
0.59,3,1,5,62.0,58.0,7.475
0.55,4,1,3,62.4,55.0,7.715
0.52,4,3,5,61.2,56.0,7.574
0.31,5,3,1,60.0,59.0,6.848
1.57,3,1,2,60.3,57.0,9.392000000000001
0.97,5,7,4,61.3,57.0,8.318999999999999
2.01,5,6,5,60.3,62.0,9.677
0.72,3,7,6,63.3,54.0,8.133
0.31,2,3,2,63.1,57.0,6.2989999999999995
0.35,4,6,7,61.6,55.0,6.443
0.55,4,3,1,61.7,55.0,7.587999999999999
0.54,2,7,5,56.9,62.0,7.401
0.3,4,2,7,61.6,56.0,6.816
0.32,5,7,5,61.5,60.0,6.33
0.73,4,3,2,59.1,59.0,7.954
0.71,5,1,2,59.8,61.0,7.876
0.34,1,1,8,55.8,62.0,7.678
0.7,5,3,1,62.9,61.0,8.062999999999999
0.31,4,7,3,62.5,53.0,6.518
0.54,4,2,3,61.2,55.0,7.751
1.04,3,6,2,62.9,54.0,8.507
0.31,5,4,1,61.8,59.0,6.011
0.81,4,6,2,62.2,57.0,7.751
0.71,5,1,2,62.3,60.0,7.807
0.51,3,3,4,60.3,56.0,7.001
0.3,1,1,3,65.5,61.0,6.611000000000001
0.43,5,2,2,62.4,60.0,6.68
0.39,4,3,2,62.1,53.0,6.577999999999999
0.71,5,3,5,59.0,59.0,7.914
0.41,4,1,7,61.9,56.0,7.166
1.01,5,2,3,62.4,58.0,9.281
2.07,3,5,2,59.8,58.0,9.742
1.38,3,4,5,62.7,56.0,8.779
0.41,4,1,1,61.8,56.0,6.915
0.41,5,3,5,62.1,58.0,6.841
0.7,3,7,1,60.5,62.0,7.735
2.04,1,6,4,66.6,56.0,9.19
0.91,5,5,2,61.4,56.0,7.9239999999999995
0.7,1,7,2,66.0,53.0,7.575
1.01,2,2,4,63.8,61.0,8.208
1.51,4,5,2,62.3,53.7,9.311
1.12,5,7,5,62.3,59.0,8.807
0.41,4,7,6,61.0,57.0,7.266
0.96,5,6,5,60.6,60.0,8.263
1.06,4,3,1,62.1,57.0,9.038
1.23,5,1,4,61.7,58.0,8.492
1.45,5,7,1,60.5,60.0,9.076
0.34,3,1,1,61.1,57.0,6.605
1.11,3,7,5,62.2,55.0,8.794
0.93,4,6,2,61.9,57.0,8.119
2.02,4,6,4,61.7,57.0,9.481
1.2,3,7,4,62.5,57.0,8.566
0.95,4,3,1,61.5,57.0,8.697000000000001
1.15,4,5,5,62.6,57.0,8.698
1.13,5,7,8,61.2,58.0,8.228
0.91,4,6,5,61.9,56.0,8.343
1.01,3,6,2,64.2,55.0,8.406
0.9,5,3,2,60.8,59.0,8.386000000000001
0.53,4,7,1,62.6,54.0,7.4510000000000005
1.0,1,7,2,64.7,60.0,8.369
1.23,4,6,2,61.8,58.0,8.762
0.56,4,3,1,61.8,56.0,7.6579999999999995
1.17,4,7,3,60.6,56.0,9.13
0.51,4,7,1,62.2,55.0,7.485
1.01,2,5,1,63.8,59.0,8.597000000000001
0.3,3,3,3,62.5,61.0,6.534
1.65,4,6,5,61.5,57.0,9.433
0.51,4,7,1,62.7,54.0,7.485
1.5,5,3,4,63.0,59.0,9.113
1.02,4,1,5,62.7,56.0,8.776
1.01,3,7,5,63.1,57.0,8.689
0.31,4,7,3,62.4,56.0,6.561
0.71,3,1,5,61.3,56.0,7.904
0.5,3,7,7,62.3,59.0,7.584
0.74,5,7,4,60.1,58.0,7.699
0.56,4,3,5,62.6,57.0,7.557
1.33,1,1,8,62.0,56.0,8.455
0.79,3,4,5,60.8,56.0,7.7410000000000005
2.0,3,4,4,62.6,57.0,9.421
0.74,4,1,4,60.6,57.0,7.846
0.33,5,3,5,61.5,59.0,6.832999999999999
0.91,2,1,2,64.0,57.0,8.121
1.07,5,6,2,58.4,60.0,8.312999999999999
0.71,2,1,4,64.0,58.0,7.505
0.9,2,7,5,62.0,63.0,8.292
0.34,4,1,5,62.1,55.0,6.531000000000001
0.34,4,3,1,62.2,57.0,6.547999999999999
0.9,5,3,1,59.4,59.0,8.619
0.73,4,3,4,62.1,56.0,7.811
0.56,4,1,4,61.9,55.0,7.1
0.7,3,2,2,62.4,57.0,8.031
1.03,3,2,2,63.0,59.0,8.622
1.22,4,7,5,61.4,56.0,9.013
0.24,3,2,7,61.5,60.0,6.315
0.94,2,2,4,57.9,61.0,8.047
0.41,4,6,1,61.9,55.0,6.7139999999999995
1.02,4,3,2,61.9,55.0,8.649
0.3,3,7,1,61.7,60.0,6.405
0.62,5,3,5,60.0,59.0,7.651
0.31,4,7,3,61.8,54.0,6.532
0.59,4,7,2,61.3,56.0,7.485
0.8,4,1,1,61.2,56.0,8.241
0.75,2,3,5,62.6,58.0,8.033999999999999
0.95,4,1,2,61.7,56.0,8.747
